line_id	chapter	chapter_title	scene	route	order	speaker	kind	display_text	context_before	context_after	speech_text	translation_status	translation_note	pronunciation_note	source_fingerprint	source_revision
ch3_244	chapter3	第三章 · 过去与现在	S05		843	日日谷	dialogue	哪，哪里哪里！没有的事！我心里其实也盼着今天的到来呢……	ch3_243 | 旁白 | 日日谷小姐抿着嘴，惊讶地听着，然后连忙回应。	ch3_245 | 基生 | 嗯？		untranslated			5e8c74510019133ce853ce7f3b61224f6a8d39e6cb4fa28c7005198992434444	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_247	chapter3	第三章 · 过去与现在	S05		846	日日谷	dialogue	啊，不是！没什么！	ch3_246 | 旁白 | 日日谷小姐听后有些慌张，支吾着。	ch3_248 | 日日谷 | 对，对了，成田先生咱们加个好友吧！		untranslated			75ec389445281f0380c35351ce25577f020080e10c3c25828cd10df73cb31b05	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_248	chapter3	第三章 · 过去与现在	S05		847	日日谷	dialogue	对，对了，成田先生咱们加个好友吧！	ch3_247 | 日日谷 | 啊，不是！没什么！	ch3_249 | 旁白 | 日日谷小姐在一旁指导基生操作。		untranslated			12c3735086bb5458306465d3cb6dd83c8297cb163ba2f1f42c0d0109fd164a01	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_251	chapter3	第三章 · 过去与现在	S05		850	日日谷	dialogue	没错没错！	ch3_250 | 基生 | 这样吗？	ch3_252 | 基生 | 哦——……好厉害……		untranslated			03086666b68f3026150aadac7cc8e1824cbb1dbedce114e487fad2af4f695e0f	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_254	chapter3	第三章 · 过去与现在	S05		853	日日谷	dialogue	是的。	ch3_253 | 基生 | 这样就加上了吗？	ch3_255 | 旁白 | 日日谷小姐露出开心的笑容。		untranslated			f720eddd040152fd9e07e9a0fd5d48648437eb87868aa447ee670b9e06af92f4	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_256	chapter3	第三章 · 过去与现在	S05		855	日日谷	dialogue	太好了！	ch3_255 | 旁白 | 日日谷小姐露出开心的笑容。	ch3_257 | 日日谷 | 这样我就是成田先生加的第一个好友了！		untranslated			707e366acc114a17e563c772bc142aa7bf7b9717dd5904d2493ad0b7d4d13340	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_257	chapter3	第三章 · 过去与现在	S05		856	日日谷	dialogue	这样我就是成田先生加的第一个好友了！	ch3_256 | 日日谷 | 太好了！	ch3_259 | 旁白 | 眼前浮现出那天在海边的“爱理”的笑容。		untranslated			5e473304f8e2a8ad4b478e6a1012c4c38f258dad30c541d8a8969b6373581681	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_267	chapter3	第三章 · 过去与现在	S05		861	日日谷	dialogue	成田先生？你怎么了？	ch3_266 | 旁白 | 日日谷小姐察觉到基生的异常，叫他。	ch3_268 | 旁白 | 基生回过神来。		untranslated			f9b45530240993b9bbef26ab2ae8f7e2057f3289a0c8e2a1a65f517c7025e26f	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_270	chapter3	第三章 · 过去与现在	S05		864	日日谷	dialogue	……没事，就好……	ch3_269 | 基生 | 啊，抱歉……没什么……	ch3_271 | 基生 | 对了……真的不用保留号码吗？		untranslated			832362c98f4d6e67d4024dbf18fbc6dc9207367f68457cd0f205af4b591ecebe	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_273	chapter3	第三章 · 过去与现在	S05		867	日日谷	dialogue	成田先生之前说自己没有手机，但我回头仔细一想，你平时跟店长联络，不就是正常用手机的嘛……	ch3_272 | 旁白 | 日日谷小姐想了想。	ch3_274 | 日日谷 | 就算没有智能机，功能机应该还是有一个的吧？成田先生。		untranslated			49c575f8721d9031843c80e315004eae56f9c997278fc7b5512339e4c8dc6841	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_274	chapter3	第三章 · 过去与现在	S05		868	日日谷	dialogue	就算没有智能机，功能机应该还是有一个的吧？成田先生。	ch3_273 | 日日谷 | 成田先生之前说自己没有手机，但我回头仔细一想，你平时跟店长联络，不就是正常用手机的嘛……	ch3_275 | 日日谷 | 如果想把联系人呀照片之类的数据都继承到新手机上，现在也是可以轻松做到的哦？时代每天都在进步呢！！		untranslated			cec01cb1aeba9d3cd639cbefd573b41572491e0b3f3b826c7a090d43c2243e3f	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_275	chapter3	第三章 · 过去与现在	S05		869	日日谷	dialogue	如果想把联系人呀照片之类的数据都继承到新手机上，现在也是可以轻松做到的哦？时代每天都在进步呢！！	ch3_274 | 日日谷 | 就算没有智能机，功能机应该还是有一个的吧？成田先生。	ch3_276 | 基生 | ……不用了。已经用了 10 多年了……我本来就准备扔掉的。		untranslated			b8c3d309213dbf5ea301a642e474f0561aec5541f66bf3a27b668d5cb80ebb49	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_278	chapter3	第三章 · 过去与现在	S05		872	日日谷	dialogue	诶……但是都用了 10 年，应该会留下很多照片吧……	ch3_277 | 基生 | 而且，我没有任何想要继承的……想要保留下来的东西。	ch3_279 | 基生 | 是……不过已经无所谓了。任它消失吧。统统消失。		untranslated			126a65303fc4756e1dc84b22911ea37d18d0750bdc770933c65ef20bf18ab0f8	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_280	chapter3	第三章 · 过去与现在	S05		874	日日谷	dialogue	也、也不用这么说吧……这些不都是珍贵的回忆吗……	ch3_279 | 基生 | 是……不过已经无所谓了。任它消失吧。统统消失。	ch3_281 | 基生 | 空有回忆又怎么样……抓着过去不放也无济于事。没有任何好处。		untranslated			6f7e78c6ac8ad9cac462f5634e81effe16707912acfb3d0d181547f3ec53fb51	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_282	chapter3	第三章 · 过去与现在	S05		876	日日谷	dialogue	但是……	ch3_281 | 基生 | 空有回忆又怎么样……抓着过去不放也无济于事。没有任何好处。	ch3_283 | 基生 | 我说不用了！		untranslated			0e4912404c57c238872f0d0d055661767591875741969624b49710c76ff3fd1d	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_286	chapter3	第三章 · 过去与现在	S05		880	日日谷	dialogue	……没事……我也是，不好意思……	ch3_285 | 基生 | 啊……！对、对不起……	ch3_287 | 日日谷 | ……只是，你真的这么想吗……？		untranslated			9058e6bc8c98a88b66db1655e17ab8d964e819744d3a645d8a49efbbf0594e5e	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_287	chapter3	第三章 · 过去与现在	S05		881	日日谷	dialogue	……只是，你真的这么想吗……？	ch3_286 | 日日谷 | ……没事……我也是，不好意思……	ch3_288 | 日日谷 | 虽然我对成田先生的过去，对成田先生以前经历过什么，都一无所知……		untranslated			d9279ad1f51fb070d8636009828b441e8b6924ba63cd68c1a9e8b50a2c9aecf1	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_288	chapter3	第三章 · 过去与现在	S05		882	日日谷	dialogue	虽然我对成田先生的过去，对成田先生以前经历过什么，都一无所知……	ch3_287 | 日日谷 | ……只是，你真的这么想吗……？	ch3_289 | 日日谷 | 但不正是因为有了过去，才有了我们的现在吗。		untranslated			9890bc231a2d9d878200eb3d0411be70e54b7a41048a6952ad6d6ac82c588568	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_289	chapter3	第三章 · 过去与现在	S05		883	日日谷	dialogue	但不正是因为有了过去，才有了我们的现在吗。	ch3_288 | 日日谷 | 虽然我对成田先生的过去，对成田先生以前经历过什么，都一无所知……	ch3_290 | 日日谷 | 就算过去不总是美好的，就算过去不总是幸福的，这一切也不能当作从未发生过呀。		untranslated			73e341639a01f1cdd888c9f67d9a69fa047ab9b71f7286a557e08329dd93c794	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_290	chapter3	第三章 · 过去与现在	S05		884	日日谷	dialogue	就算过去不总是美好的，就算过去不总是幸福的，这一切也不能当作从未发生过呀。	ch3_289 | 日日谷 | 但不正是因为有了过去，才有了我们的现在吗。	ch3_291 | 日日谷 | ……一年前，我第一次跟成田先生一起工作……那时我觉得你让人弄不清在想什么，是个很可怕的人。		untranslated			bba478713543ea80a01091960f316af1e170338f87154a760054bb9390c78461	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_291	chapter3	第三章 · 过去与现在	S05		885	日日谷	dialogue	……一年前，我第一次跟成田先生一起工作……那时我觉得你让人弄不清在想什么，是个很可怕的人。	ch3_290 | 日日谷 | 就算过去不总是美好的，就算过去不总是幸福的，这一切也不能当作从未发生过呀。	ch3_292 | 日日谷 | 明明在工作中很正常，但偶尔……会露出一种仿佛随时都可以去死的表情，跟你搭话，你也一副魂不守舍的样子……		untranslated			e41aee0f485be2c661977132ba1758a6c85a223f25027f781ac8fb2b9379f6d2	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_292	chapter3	第三章 · 过去与现在	S05		886	日日谷	dialogue	明明在工作中很正常，但偶尔……会露出一种仿佛随时都可以去死的表情，跟你搭话，你也一副魂不守舍的样子……	ch3_291 | 日日谷 | ……一年前，我第一次跟成田先生一起工作……那时我觉得你让人弄不清在想什么，是个很可怕的人。	ch3_293 | 日日谷 | 所以当我听说成田先生突然不干了的时候，我感到毫不意外。		untranslated			eb0f63b4ab53a8fee66bb3fefe34cf72ddec127451c75bb80944e83588594d0d	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_293	chapter3	第三章 · 过去与现在	S05		887	日日谷	dialogue	所以当我听说成田先生突然不干了的时候，我感到毫不意外。	ch3_292 | 日日谷 | 明明在工作中很正常，但偶尔……会露出一种仿佛随时都可以去死的表情，跟你搭话，你也一副魂不守舍的样子……	ch3_294 | 日日谷 | 但是……		untranslated			db8a1a885e15bc820997d40308be762c2de5e81599c1d013874a2b633d12f837	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_294	chapter3	第三章 · 过去与现在	S05		888	日日谷	dialogue	但是……	ch3_293 | 日日谷 | 所以当我听说成田先生突然不干了的时候，我感到毫不意外。	ch3_295 | 日日谷 | 成田先生又回来了，为之前一走了之、给很多人添了麻烦的事道了歉，还低头恳求给自己一个继续在这里工作的机会……		untranslated			0e4912404c57c238872f0d0d055661767591875741969624b49710c76ff3fd1d	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_295	chapter3	第三章 · 过去与现在	S05		889	日日谷	dialogue	成田先生又回来了，为之前一走了之、给很多人添了麻烦的事道了歉，还低头恳求给自己一个继续在这里工作的机会……	ch3_294 | 日日谷 | 但是……	ch3_296 | 日日谷 | 我觉得这真的不是一件轻巧的事。当然，说走就走的确是不好的行为……		untranslated			2be5cb2730edb56dd84c9acee4db8fee29da97c95f65dc13e87aac00a2ae4801	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_296	chapter3	第三章 · 过去与现在	S05		890	日日谷	dialogue	我觉得这真的不是一件轻巧的事。当然，说走就走的确是不好的行为……	ch3_295 | 日日谷 | 成田先生又回来了，为之前一走了之、给很多人添了麻烦的事道了歉，还低头恳求给自己一个继续在这里工作的机会……	ch3_297 | 日日谷 | 因为，就算不特地跑回来道歉，也大可以选择到其他地方若无其事地找份工作继续打工……		untranslated			91d133927a05f0b66fcaa3cab3d54292864092d7bce6cbbc993408228c712e9b	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_297	chapter3	第三章 · 过去与现在	S05		891	日日谷	dialogue	因为，就算不特地跑回来道歉，也大可以选择到其他地方若无其事地找份工作继续打工……	ch3_296 | 日日谷 | 我觉得这真的不是一件轻巧的事。当然，说走就走的确是不好的行为……	ch3_298 | 日日谷 | 成田先生你，却没有那么做呢。		untranslated			bb1d26ac6f8d442541db6f7d1b3e26e50e29ce6b2d79212eea5366d5028172e6	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_298	chapter3	第三章 · 过去与现在	S05		892	日日谷	dialogue	成田先生你，却没有那么做呢。	ch3_297 | 日日谷 | 因为，就算不特地跑回来道歉，也大可以选择到其他地方若无其事地找份工作继续打工……	ch3_299 | 日日谷 | 促使成田先生这么选择的……		untranslated			808235f320c5b54c1e4bd8c8fdc28c195e58f0c9c560b07101964cbfead4c58d	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_299	chapter3	第三章 · 过去与现在	S05		893	日日谷	dialogue	促使成田先生这么选择的……	ch3_298 | 日日谷 | 成田先生你，却没有那么做呢。	ch3_300 | 日日谷 | 促使成田先生改变的重要缘由，难道不就在过去之中吗？		untranslated			77ad2b7c63ac060923745b1f6bc1a26bf40a4b3d1ea48d9fb46f10397c55db57	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_300	chapter3	第三章 · 过去与现在	S05		894	日日谷	dialogue	促使成田先生改变的重要缘由，难道不就在过去之中吗？	ch3_299 | 日日谷 | 促使成田先生这么选择的……	ch3_301 | 旁白 | 基生听完，心中忽然又浮现出那个身影。		untranslated			d887c6c349d59ca58f19734b57637217f1639da886efaaa1b458db6913465469	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_303	chapter3	第三章 · 过去与现在	S05		896	日日谷	dialogue	我觉得……现在的成田先生，非常地、有……有魅力……	ch3_301 | 旁白 | 基生听完，心中忽然又浮现出那个身影。	ch3_304 | 旁白 | 她说到这里，手指不自觉地攥紧胸前的衣服。		untranslated			ff76be5c1b2bf54a714295cd456bf332f5e810cd030494e12b50a38aa220d003	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_305	chapter3	第三章 · 过去与现在	S05		898	日日谷	dialogue	就是这些珍贵的过去造就了现在的成田先生，所以……请不要说可以让它们消失也无所谓。	ch3_304 | 旁白 | 她说到这里，手指不自觉地攥紧胸前的衣服。	ch3_306 | 基生 | 日日谷小姐……		untranslated			16f586a8ee344c7dd6e9b112f3e83b235adac7614f0572b97c47abd31baf99e2	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_308	chapter3	第三章 · 过去与现在	S05		901	日日谷	dialogue	啊！对、对不起！突然就说了这么多！我这人，在说些什么呢……！请全部忘掉吧！对不起，是我多嘴了……	ch3_307 | 旁白 | 日日谷小姐回过神来，顿时慌张起来。	ch3_309 | 基生 | 不，没关系。日日谷小姐说得没错。谢谢你。		untranslated			a5a923d24d108629bd953a1a32f8e7fffe1fef875c8a94f797b4c4f7eac7cb32	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_310	chapter3	第三章 · 过去与现在	S05		903	日日谷	dialogue	哪里……？	ch3_309 | 基生 | 不，没关系。日日谷小姐说得没错。谢谢你。	ch3_311 | 旁白 | 这时，集合时间已经到了。同伴们喊道——		untranslated			3f7dbbf7a6570bec8f50dead027a66fb48f59770e35f9248bfd2080865101be7	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_314	chapter3	第三章 · 过去与现在	S05		907	日日谷	dialogue	哇，已经到集合时间了！你们先进去吧！我、我们走吧，成田先生！	ch3_313 | 旁白 | 日日谷小姐转头看向他们。	ch3_315 | 基生 | 我今天，还是不去了。		untranslated			283ead162c76ce6517d06235be9e7780dab4b191c38fe3829d293dd3820a68ea	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_317	chapter3	第三章 · 过去与现在	S05		910	日日谷	dialogue	诶？	ch3_316 | 旁白 | 日日谷小姐惊讶地问。	ch3_318 | 基生 | ……手机里的数据，我想先迁到新手机来。趁着它们还没消失……毕竟是很珍贵的东西嘛。		untranslated			8dd0bcd4e980f97028df1f302faf1f9796d35ace1b5fb155c5ea3edd1b457745	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_319	chapter3	第三章 · 过去与现在	S05		912	日日谷	dialogue	成田先生……	ch3_318 | 基生 | ……手机里的数据，我想先迁到新手机来。趁着它们还没消失……毕竟是很珍贵的东西嘛。	ch3_320 | 基生 | 今天真的谢谢你了。不好意思，连点像样的谢礼都拿不出来。要不下次我请你——		untranslated			2a530e068d763cd316415b413d58eab4946ae1cf9ded115e5dcd36425186816a	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_321	chapter3	第三章 · 过去与现在	S05		914	日日谷	dialogue	哎，没有啦！	ch3_320 | 基生 | 今天真的谢谢你了。不好意思，连点像样的谢礼都拿不出来。要不下次我请你——	ch3_322 | 日日谷 | 那……那个！		untranslated			bbc7446af795fabfb7503f721da2832cd6b10653366ea88a7cff466cf9bf555e	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_322	chapter3	第三章 · 过去与现在	S05		915	日日谷	dialogue	那……那个！	ch3_321 | 日日谷 | 哎，没有啦！	ch3_323 | 日日谷 | 今天晚上 12 点，我可以打电话给成田先生吗！？		untranslated			344eb53ed12ba315835934e243783e7201cc188ac8c6da7781e28dc3bdb73b86	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_323	chapter3	第三章 · 过去与现在	S05		916	日日谷	dialogue	今天晚上 12 点，我可以打电话给成田先生吗！？	ch3_322 | 日日谷 | 那……那个！	ch3_324 | 基生 | 诶……电话？为，为什么……？		untranslated			d0a40df743e843a6baf089544b6c7a874b08c7b5d919da5c205835054e494bd6	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
ch3_325	chapter3	第三章 · 过去与现在	S05		918	日日谷	dialogue	就是，那个，作为职场前辈，我觉得自己必须要好好确认成田先生能不能正常使用手机，就是这样……！	ch3_324 | 基生 | 诶……电话？为，为什么……？	ch3_326 | 基生 | 哈哈……那好吧。		untranslated			7b1c3d36635aa66dd714d14adea35a851ec50b4cc48143f86ea2995d7824b26d	707ba1c82dcdb9307ae9b809b15746a0585a5bda61f67b7ba74149f40b97fa8f
