line_id	speech_text	translation_status	voice_role	source_speaker	chapter	scene	order	display_text
ch1_349	楽しそうになんか話してない……十屋が一人でしゃべってただけだ……あいつがうるさくて気を取られて、それで君に気づかなかっただけで……	draft	成田基生	基生	chapter1	S06	389	哪有聊得很开心……只是十屋他在自说自话……只是那家伙太吵了，导致我走神了，所以没注意到你……
ch1_351	……ごめ——	draft	成田基生	基生	chapter1	S06	391	……对不——
ch1_353	何だよ……それ……	draft	成田基生	基生	chapter1	S06	393	什么啊……这算……
ch1_354	言葉にして、言葉にしてって……全部言わなきゃいけないのか？ 何も言わなかったら、愛理には本当に何も分からないのか！？ どうして愛理は、そんなに言葉にすることにこだわるんだ？ 『僕の気持ちは、君を置いて一人にすること』って——何だよ、それ。ずっと、ずっと、ずっと一人だったのは、僕のほうじゃないか……！	draft	成田基生	基生	chapter1	S06	394	说出来、说出来……就非得全都说出来吗？什么都不说的话，爱理就真的不明白吗！？为什么爱理你这么拘泥于说出来呢？’我的“想”就是丢下你独自一个人待著……’——这算什么啊？一直一直、一直、独自一人的，不是我吗……！
ch1_355	突然僕の前から消えて、また突然現れて、『大好き』『大好き』って……僕には分からないんだ。愛理の言う『大好き』って、いったい何なんだよ！ 愛理の『大好き』って、何なんだよ！？	draft	成田基生	基生	chapter1	S06	395	忽然从我面前消失、又忽然出现、还说着“最喜欢你了”、“最喜欢你了”……我才搞不懂，爱理所说的“最喜欢了”到底算什么啊！爱理说的“最喜欢你了”算什么啊？？
ch1_358	……愛理？ 愛理？ 大丈夫か……？	draft	成田基生	基生	chapter1	S06	398	……爱理？爱理？没事吧……？
ch1_360	……え？ 愛理——！	draft	成田基生	基生	chapter1	S06	400	……诶？爱理——！
ch2_005	愛理——！？	draft	成田基生	基生	chapter2	S01	406	爱理——！？
ch2_007	よかった……目が覚めたんだな……	draft	成田基生	基生	chapter2	S01	408	太好了……你醒了啊……
ch2_008	大丈夫か？ もう身体は平気なのか？	draft	成田基生	基生	chapter2	S01	409	没事儿吧？身体没问题了吗？
ch2_012	貧血か……	draft	成田基生	基生	chapter2	S01	413	贫血吗……
ch2_013	無理しないで、まだ横になってたほうがいいんじゃないか……	draft	成田基生	基生	chapter2	S01	414	你别勉强，还是躺着比较好吧……
ch2_021	愛理、	draft	成田基生	基生	chapter2	S01	422	爱理，
ch2_024	ごめん……	draft	成田基生	基生	chapter2	S01	425	对不起……
ch2_026	あの時、愛理を一人にするべきじゃなかった……	draft	成田基生	基生	chapter2	S01	427	那时候，我不该让爱理一个人待着……
ch2_027	君がすごく不安だったって分かってたのに、僕は……	draft	成田基生	基生	chapter2	S01	428	明明知道你心里十分不安，我却……
ch2_028	自分のことばかり、一方的に話してた。	draft	成田基生	基生	chapter2	S01	429	一个劲儿地只顾说自己的事情。
ch2_029	本当にごめん……	draft	成田基生	基生	chapter2	S01	430	真的非常对不起……
ch2_035	え、あの……ごめん！ 僕……！	draft	成田基生	基生	chapter2	S02	436	诶，那个……对不起！我……！
ch2_036	まさか、あの時どこか怪我したのか……！？	draft	成田基生	基生	chapter2	S02	437	难道是那时候，身上有哪里受伤了吗……！？
ch2_040	ね、熱があるのか……！？	draft	成田基生	基生	chapter2	S02	441	发、发烧了……！？
ch2_045	愛理、僕は……	draft	成田基生	基生	chapter2	S02	446	爱理，我啊……
ch2_046	もう二度と、君を一人にしない。	draft	成田基生	基生	chapter2	S02	447	再也不会让你一个人待着了。
ch2_048	僕にとって、愛理は本当に大切だから。	draft	成田基生	基生	chapter2	S02	449	因为在我眼里，爱理你真的非常重要。
ch2_051	だから……僕が言葉にしないことで愛理が不安になるなら、今、ちゃんと伝えるよ。	draft	成田基生	基生	chapter2	S02	452	所以……爱理你要是对我没有言语上的表示而感到不安的话，那么，我现在就传达给你。
ch2_053	僕も……愛理のことが……	draft	成田基生	基生	chapter2	S02	454	我也……对爱理你……
ch2_054	大好——	draft	成田基生	基生	chapter2	S02	455	最喜——
ch2_061	……分かった。もう言わない。	draft	成田基生	基生	chapter2	S02	461	……好。我不说了。
ch2_066	どうして言っちゃいけないんだ？ 愛理。	draft	成田基生	基生	chapter2	S02	466	为什么不能说？爱理。
ch2_076	え？ あ……愛理？	draft	成田基生	基生	chapter2	S02	476	诶？爱……爱理？
