line_id	speech_text	translation_status	voice_role	source_speaker	chapter	scene	order	display_text
ch3_098	だから、せめて私がそばにいる時くらいは、少しでも楽しい気持ちになってくれたらって。	draft	成年爱理	爱理	chapter3	S01	699	因此我就想，至少我在基生身边的时候，可以让你稍微高兴一些就好了。
ch3_099	そうすれば、少しずつ暗い気持ちから抜け出して、昔の明るい基生に戻ってくれるって思ったの。	draft	成年爱理	爱理	chapter3	S01	700	这样就可以慢慢地让你从阴霾中走出，变回原来开朗的基生。
ch3_100	基生に笑ってもらうには、まず私が笑って、楽しい気持ちを分けてあげなきゃって。	draft	成年爱理	爱理	chapter3	S01	701	所以为了让基生开心，第一步要做的就是我要笑起来，并把快乐带给基生。
ch3_101	自分では、精いっぱい考えて、頑張っていたつもりだった。	draft	成年爱理	爱理	chapter3	S01	702	我自以为已经耗空了心思，费尽了努力。
ch3_103	でも……	draft	成年爱理	爱理	chapter3	S01	706	但是……
ch3_104	そんな自分で、ずっといられるわけじゃなかった。	draft	成年爱理	爱理	chapter3	S01	707	那种样子是没办法一直维持下去的。
ch3_105	続けられると思ってたけど、できなかったの。	draft	成年爱理	爱理	chapter3	S01	708	我曾以为自己能坚持下去，结果我做不到。
ch3_106	だって、そうやって無理して基生の前で笑っている私は、本当の私じゃなかったから……	draft	成年爱理	爱理	chapter3	S01	709	因为那样勉强自己、在基生面前笑着的我，不能算是真正的我……
ch3_107	だから、あの頃、基生の隣にいたのは、作り物の愛理だったんだって。	draft	成年爱理	爱理	chapter3	S01	710	因此，才会说那个时候陪伴在基生身边的，是虚构的爱理。
ch3_109	あの頃の基生は、つらかったんだよね。	draft	成年爱理	爱理	chapter3	S01	713	那个时候的基生很痛苦吧。
ch3_110	でも、本当は私もつらかったの。	draft	成年爱理	爱理	chapter3	S01	714	但是，其实我也很痛苦。
ch3_111	いつも悲しそうな基生を隣で見ていると、私まで苦しくなった。	draft	成年爱理	爱理	chapter3	S01	715	在身旁看着总是一脸悲伤的基生，让我的心里也很难受。
ch3_112	あの頃、基生は心の中のことをたくさん話してくれたよね。つらいことも、悲しいことも、不安なことも。	draft	成年爱理	爱理	chapter3	S01	716	虽然那时候的你向我倾诉了心中很多的事情，有心中的痛苦，还有自己的悲伤和不安。
ch3_113	でも、私は自分の言いたいことを、基生に話せなかった。	draft	成年爱理	爱理	chapter3	S01	717	但是我却没有和基生倾诉我心里想要说的话。
ch3_114	つらそうな基生をずっと見ていたから、自分のつらさなんて、大したことじゃないって思ってたの。	draft	成年爱理	爱理	chapter3	S01	718	因为一直看着这样痛苦的基生，所以我想着，我自己的痛苦算不上什么。
ch3_115	本当はあの頃、基生に、もっと私のことを気にかけてほしかった。	draft	成年爱理	爱理	chapter3	S01	719	其实那时候，我真的很希望基生你可以多关心我一些。
ch3_116	気にかけてほしいのに、心配しなくていいような顔をしてた。	draft	成年爱理	爱理	chapter3	S01	720	明明想要得到基生的关心，却表现出不用关心的模样。
ch3_117	だって、基生が好きな、明るくて元気な愛理でいたかったから。	draft	成年爱理	爱理	chapter3	S01	721	因为我想做一个基生所喜欢的、开朗健康的爱理。
ch3_118	本当は、あの頃……	draft	成年爱理	爱理	chapter3	S01	722	实际上，在那个时候……
ch3_120	私、基生のことが、本当に大好きだったんだよ。	draft	成年爱理	爱理	chapter3	S01	724	我真的，非常喜欢基生哦。
ch3_121	明るくて元気な愛理のままで、ずっとそばにいることもできなくて……	draft	成年爱理	爱理	chapter3	S01	725	不仅没办法一直维持那样活泼开朗的爱理，待在你的身旁……
ch3_122	そのうえ、何も言わずに、目の前からいなくなって……	draft	成年爱理	爱理	chapter3	S01	726	还没有留下一句话，就从你的面前消失……
ch3_125	……もう、今さらこんなこと言って！	draft	成年爱理	爱理	chapter3	S01	729	……真是的，事到如今我还说这种话！
ch3_126	きっと基生は、こんなこと、とっくに忘れちゃってるよね！	draft	成年爱理	爱理	chapter3	S01	730	想必这种事情，基生你早就忘得一干二净了吧！
ch3_127	だって、もう十年以上前のことだもんね。	draft	成年爱理	爱理	chapter3	S01	731	毕竟，都是十多年前的事情了。
ch3_132	そうだ、私ね……	draft	成年爱理	爱理	chapter3	S01	736	对了，我呢……
ch3_133	来月、結婚するの。	draft	成年爱理	爱理	chapter3	S01	737	下个月就要结婚了。
ch3_137	なんていうか……やっと、大人になったんだなって実感が湧いてきた。	draft	成年爱理	爱理	chapter3	S01	741	怎么说呢……总算是有自己变成大人的实感了。
ch3_138	自分も、もうそんな年なんだなって。	draft	成年爱理	爱理	chapter3	S01	742	发现自己原来已经这个年纪了啊。
ch3_139	考えてることは、昔からあんまり変わってない気がするのにね……	draft	成年爱理	爱理	chapter3	S01	743	明明脑子中所想的事情，好像一直都没怎么变呢……
ch3_141	あっ！	draft	成年爱理	爱理	chapter3	S01	745	啊！
ch3_142	野乃ちゃん！ 今どこ？	draft	成年爱理	爱理	chapter3	S01	746	小野乃！你在哪里？
ch3_143	え？ 橋のほう？ もう、どうして一人で先に行っちゃったの？	draft	成年爱理	爱理	chapter3	S01	747	诶？桥那边？真是的，为什么你一个人先过去了？
ch3_146	ごめん！ 野乃ちゃんのところに行かなきゃ。	draft	成年爱理	爱理	chapter3	S01	750	抱歉！我现在得去找小野乃了。
ch3_147	ちゃんと話ができて、本当によかった。	draft	成年爱理	爱理	chapter3	S01	751	能好好地和你说说话，真是太好了。
ch3_149	それじゃ……	draft	成年爱理	爱理	chapter3	S01	753	那么……
ch3_150	さようなら、基生君。	draft	成年爱理	爱理	chapter3	S01	754	再见了，基生君。
