line_id	speech_text	translation_status	voice_role	source_speaker	chapter	scene	order	display_text
ch1_044	タクシーのおじさんに手伝ってもらって、やっと連れて帰れたんだよ！ 基生の持ち物から保険証を見つけて、そこに家の住所が書いてあったから、ここまで送ってもらったの。タクシーの中でも死んだみたいに眠ってて、運転手さんまで心配して、大丈夫なのかって聞いてきたんだよ……	draft	百合沢爱理	“爱理”	chapter1	S02	124	我找开出租的大叔帮忙才把你弄回来的呢！我从你身上找到你的保险证，上面有你家的地址，才告诉司机把我们送到这个地方去。你一路上在计程车上睡得像死猪一样，司机还紧张地问我你有没有事……
ch1_046	部屋に帰ってきても、基生、全然起きないんだもん！ どれだけ心配したと思ってるの？！ 一晩中、隣で見てたんだよ？！	draft	百合沢爱理	“爱理”	chapter1	S02	125	回到出租屋之后，基生也一直没醒！我可担心死了啊！？一整晚都在你旁边看着你啊！？
ch1_050	あ……えへ……そんな方法もあったんだ……あはは……	draft	百合沢爱理	“爱理”	chapter1	S02	128	啊……诶嘿……还能这样啊……哈哈哈……
ch1_052	あ！ そうだ。お腹すいてない？	draft	百合沢爱理	“爱理”	chapter1	S02	130	啊！对了。你饿不饿？
ch1_054	さっきね、基生が起きる前に、近くのコンビニでチョココロネを買おうと思ってたの。	draft	百合沢爱理	“爱理”	chapter1	S02	132	刚才啊，在你醒来之前，我正准备去附近的便利店买点巧克力螺呢。
ch1_056	うん！ 基生、好きだったでしょ？ 毎日食べてたの、覚えてるよ。	draft	百合沢爱理	“爱理”	chapter1	S02	133	嗯！基生很喜欢吃那个吧？我记得你每天都要吃呢。
ch1_059	そうなの？	draft	百合沢爱理	“爱理”	chapter1	S02	135	是吗？
ch1_064	どうしたの、基生？	draft	百合沢爱理	“爱理”	chapter1	S02	138	怎么了，基生？
ch1_066	変なの～。	draft	百合沢爱理	“爱理”	chapter1	S02	140	真奇怪～
ch1_071	基生……私、ずっと会いたかった。大好きだよ。	draft	百合沢爱理	“爱理”	chapter1	S02	142	基生……我一直，都好想见你。最喜欢你了。
ch1_081	基生、あのね……	draft	百合沢爱理	“爱理”	chapter1	S03	151	基生、那个啊……
ch1_083	えっと、その……実は、お願いがあるんだけど……しばらく、基生の家に泊めてもらってもいいかな？	draft	百合沢爱理	“爱理”	chapter1	S03	153	呃、那个……其实啊，有件事想拜托你……接下来，我能不能在基生家里住一段时间呢？
ch1_085	だ……だめ？ 嫌かな？	draft	百合沢爱理	“爱理”	chapter1	S03	155	不……不行吗？你不愿意吗？
ch1_087	お願い、何日かだけでいいから！	draft	百合沢爱理	“爱理”	chapter1	S03	157	拜托了，就让我住几天吧！
ch1_089	だって！ やっと会えたんだもん……もう少し、基生と一緒にいたいの。	draft	百合沢爱理	“爱理”	chapter1	S03	159	毕竟！我们好不容易才见到啊……我想和基生多待一会儿嘛。
ch1_091	大丈夫だよ！ 基生がいてくれるだけで、私は嬉しいんだから！ せっかくの夏休みだもんね。ね、いいでしょ？	draft	百合沢爱理	“爱理”	chapter1	S03	161	不要紧啦！只要有基生在，我就很开心了！毕竟是难得的暑假嘛，你说是吧。好不好嘛？
ch1_093	お願い！	draft	百合沢爱理	“爱理”	chapter1	S03	163	拜托了！
ch1_095	やったー！	draft	百合沢爱理	“爱理”	chapter1	S03	165	太好了——！
ch1_099	基生の家にお泊まりするの、初めてだね。	draft	百合沢爱理	“爱理”	chapter1	S03	167	“我还是第一次在基生家留宿呢。”
ch1_101	今日は何しようかな！	draft	百合沢爱理	“爱理”	chapter1	S03	169	“今天做点什么好呢！”
ch1_103	あ、そうだ。あの、先にお風呂を借りてもいい……？ 昨日、海にいたから、体がべたべたして……	draft	百合沢爱理	“爱理”	chapter1	S03	171	“啊对了，那个，能不能先借用一下浴室呢……？昨天在海边弄得身上黏黏的……”
ch1_105	ありがと～！	draft	百合沢爱理	“爱理”	chapter1	S03	173	谢谢你～！
ch1_111	あ、え？	draft	百合沢爱理	“爱理”	chapter1	S03	178	啊诶？
ch1_113	うう……基生……	draft	百合沢爱理	“爱理”	chapter1	S03	180	呜呜……基生……
ch1_116	大丈夫！ 分かってるから！ 気にしないで！！	draft	百合沢爱理	“爱理”	chapter1	S03	183	没事啦！我明白的！别在意！！
ch1_118	うん、うん。	draft	百合沢爱理	“爱理”	chapter1	S03	185	嗯嗯。
ch1_121	ふあ～、さっぱりした～。	draft	百合沢爱理	“爱理”	chapter1	S03	188	呼啊～好清爽～
ch1_124	はーい！ あ、この漫画、もうこんなに出てるんだ？	draft	百合沢爱理	“爱理”	chapter1	S03	191	好的！啊，这部漫画已经出了那么多了？
ch1_126	わあ、やった～！ 続きがずっと気になってたの。嬉しいな～。	draft	百合沢爱理	“爱理”	chapter1	S03	193	哇～太好了～！我一直很好奇后面的剧情，好开心啊～
ch1_129	うん！	draft	百合沢爱理	“爱理”	chapter1	S03	195	嗯！
ch1_131	基生、読み終わったら、一緒にゲームしよう！	draft	百合沢爱理	“爱理”	chapter1	S03	197	基生，等你看完之后，我们去打游戏吧！
ch1_134	わあ、また負けた……うう～。	draft	百合沢爱理	“爱理”	chapter1	S03	199	哇——又输了……呜～
ch1_139	ほんとだ！ あっという間だね！	draft	百合沢爱理	“爱理”	chapter1	S03	203	真的呢！时间过得好快啊！
ch1_143	うん！	draft	百合沢爱理	“爱理”	chapter1	S03	207	嗯！
ch1_147	これと、あとこれも！	draft	百合沢爱理	“爱理”	chapter1	S04	210	我要这个，还有这个！
ch1_152	うーん……どれもおいしそう……	draft	百合沢爱理	“爱理”	chapter1	S04	214	唔——嗯……看起来都很好吃……
ch1_154	それは……迷うなあ……	draft	百合沢爱理	“爱理”	chapter1	S04	216	这个啊……好纠结啊……
ch1_161	どうしたの、基生。鏡なんか見て……	draft	百合沢爱理	“爱理”	chapter1	S04	222	怎么了？基生。怎么在看镜子……
ch1_165	妹？	draft	百合沢爱理	“爱理”	chapter1	S04	225	老妹？
ch1_168	え？	draft	百合沢爱理	“爱理”	chapter1	S04	228	？
ch1_171	基生、大丈夫？ 顔色、悪いよ……疲れちゃった？	draft	百合沢爱理	“爱理”	chapter1	S04	230	基生你没事吧？脸色好差哦……是不是累了？
ch1_173	うん！ カップ麺を食べたら、電気を消して、映画を観ながらコーラとポップコーン！ あと、アイスも！	draft	百合沢爱理	“爱理”	chapter1	S04	232	嗯！吃完杯面以后，关了灯一边看电影一边喝可乐、吃爆米花！还有冰淇淋！
ch1_175	あ！ これ観たい！	draft	百合沢爱理	“爱理”	chapter1	S04	234	啊！我想看这个！
ch1_177	野乃が、これ面白いって言ってたんだ～。	draft	百合沢爱理	“爱理”	chapter1	S04	236	野乃说这个很有趣呢——
ch1_191	はあ～、本当に面白かったね……	draft	百合沢爱理	“爱理”	chapter1	S04	244	哈啊啊～真的很有趣呢……
ch1_193	でも、夜に家で一緒に映画を観ると、いかにもお泊まりって感じがするね！	draft	百合沢爱理	“爱理”	chapter1	S04	246	不过，晚上在家里一起看电影，真的让人有种“在外留宿”的感觉呢！
ch1_197	ねえ、基生……	draft	百合沢爱理	“爱理”	chapter1	S04	250	对了、基生……
ch1_200	このあと……何しよっか……？	draft	百合沢爱理	“爱理”	chapter1	S04	253	接下来……做点什么呢……？
ch1_203	何でもいいよ。基生が、私と一緒にしたいことなら……	draft	百合沢爱理	“爱理”	chapter1	S04	255	什么事情都可以哦。只要是基生想和我一起做的事情……
ch1_205	基生……大好きだよ。ねえ、基生は……？	draft	百合沢爱理	“爱理”	chapter1	S04	257	基生……最喜欢你了哦。那个，基生呢……？
ch1_217	ん……おはよう……	draft	百合沢爱理	“爱理”	chapter1	S05	268	嗯……早安……
ch1_219	ごめん、寝坊しちゃった。	draft	百合沢爱理	“爱理”	chapter1	S05	270	对不起、睡过头了。
ch1_221	ねえ！ 今日も一緒にゲームしようよ～！	draft	百合沢爱理	“爱理”	chapter1	S05	272	我说啊！今天也一起玩游戏吧——！
ch1_223	……どうして急に、外に遊びに行くの？	draft	百合沢爱理	“爱理”	chapter1	S05	274	……怎么突然要出去玩？
ch1_225	そんなことないよ？	draft	百合沢爱理	“爱理”	chapter1	S05	276	没有那回事哦？
ch1_227	私は基生の家で遊んでて楽しいよ。基生と二人でいられれば、それでいいの。ずっと、二人きりで。基生だって、そのほうがいいでしょ？	draft	百合沢爱理	“爱理”	chapter1	S05	278	我在基生家里玩得很开心哦。和基生两个人在一起就好了哦。一直，就我们两个人。基生也觉得这样很好吧？
ch1_229	そ……それはそうだけど！ でも……この前、コンビニにいた時みたいに……私と一緒だと、いろんな人に見られて、基生、嫌でしょ……？	draft	百合沢爱理	“爱理”	chapter1	S05	280	虽……虽然是那样啦！可是……就像之前、在便利店里那样……基生、和我在一起的话，会被很多人看着、很讨厌的吧……？
ch1_232	やっぱり、やめておこうよ。私……学校の制服しか持ってきてないし……やっぱり、基生を……困らせたくない。ごめんね。	draft	百合沢爱理	“爱理”	chapter1	S05	283	果然、还是算了吧。因为我……只带了学校的制服……果然还是不想让基生感到……为难。对不起。
ch1_235	うん！ 大丈夫！	draft	百合沢爱理	“爱理”	chapter1	S05	286	嗯！没事的！
ch1_237	うん、それじゃ、行ってくるね。	draft	百合沢爱理	“爱理”	chapter1	S05	288	嗯、那么我出门了。
ch1_241	いいってば！！ 時間、かかるから……	draft	百合沢爱理	“爱理”	chapter1	S05	292	“不用了！！因为会花很多时间……”
ch1_243	ほ、本当に大丈夫！！ 服を見るだけじゃないから……	draft	百合沢爱理	“爱理”	chapter1	S05	294	“真、真的不用！！因为我也不是只去看衣服啦……”
ch1_245	ううっ！	draft	百合沢爱理	“爱理”	chapter1	S05	296	“～！！”
ch1_257	あっ、ただいま。	draft	百合沢爱理	“爱理”	chapter1	S05	304	！我回来了。
ch1_262	いいよ！ 私はここがいいと思う。ほら！	draft	百合沢爱理	“爱理”	chapter1	S06	309	不用了！我觉得这里就很好。你看！
ch1_263	さあ、入ろう、入ろう！	draft	百合沢爱理	“爱理”	chapter1	S06	310	好了！进去吧进去吧！
ch1_266	わあー！ わあー！ わあー！	draft	百合沢爱理	“爱理”	chapter1	S06	313	哇——！哇——！哇——！
ch1_269	次はあっちに行こう！	draft	百合沢爱理	“爱理”	chapter1	S06	314	接下来我们去那边吧！
ch1_272	基生！！ ダイオウグソクムシだよ～！	draft	百合沢爱理	“爱理”	chapter1	S06	317	基生！！是大王具足虫哦～
ch1_275	基生！ これ見て、これー！	draft	百合沢爱理	“爱理”	chapter1	S06	320	基生！看这个，看这个——！
ch1_277	ほんとだ。説明の看板も、何もないね……どうしてだろう。	draft	百合沢爱理	“爱理”	chapter1	S06	322	真的啊。没有讲解牌，也没有别的……是为什么呢。
ch1_279	……何もないよ。だって、ここには何も書いてないもん。	draft	百合沢爱理	“爱理”	chapter1	S06	324	……没有哦。因为，这里什么都没有写呢。
ch1_281	……そうかもしれない。でも、言葉で何も説明されてなかったら、何もないのと同じじゃない？	draft	百合沢爱理	“爱理”	chapter1	S06	326	……或许是那样。但如果没有任何语言的说明的话，那不是和什么都没有是一样的吗。
ch1_285	あっ！ どうしたの？	draft	百合沢爱理	“爱理”	chapter1	S06	330	啊！你怎么了？
ch1_287	基生？	draft	百合沢爱理	“爱理”	chapter1	S06	331	基生？
ch1_289	うん！	draft	百合沢爱理	“爱理”	chapter1	S06	333	嗯！
ch1_292	すごいね……！	draft	百合沢爱理	“爱理”	chapter1	S06	336	好厉害啊……！
ch1_295	……しなくてもいいんだよ。	draft	百合沢爱理	“爱理”	chapter1	S06	339	……也可以哦。
ch1_297	バイトなんて、行かなくてもいいんだよ。せっかく一緒にいられるのに……どうして、基生はまた私から離れようとするの……？	draft	百合沢爱理	“爱理”	chapter1	S06	341	你不去打工也可以哦。好不容易能在一起了……为什么基生又打算离开我呢……？
ch1_299	だめなことなんてないよ。基生はこのままでいいの。このままずっと、変わらなくていい。変わらない基生が、私は大好きなんだから……	draft	百合沢爱理	“爱理”	chapter1	S06	343	才没有哪里不行哦。我觉得基生继续这样子就很好，继续是这样子就很好。我最喜欢没有改变的基生了……
ch1_300	基生は、私のこと……どう思ってるの……？	draft	百合沢爱理	“爱理”	chapter1	S06	344	基生，你对我……是怎么想的呢……？
ch1_346	……基生は、私のことなんてどうでもいいんだね。	draft	百合沢爱理	“爱理”	chapter1	S06	386	……基生你是觉得，我的事情怎么样都好是吧。
ch1_348	でも、私がいなくなった時、気づきもしなかったでしょ。ずっと楽しそうに、あの人たちと話してたから。	draft	百合沢爱理	“爱理”	chapter1	S06	388	但是我离开的时候，你都没有发现吧。因为你一直很开心地在和他们聊天。
ch1_352	基生は……私のことだけを想ってたんじゃないの？ 基生の言う『想う』って何？ 私を一人で置いていくことが、基生の『想う』なの？ 私が聞きたい言葉を、一言さえ言ってくれない。それが、基生の『想う』なの？	draft	百合沢爱理	“爱理”	chapter1	S06	392	基生你……不是只想著我的事情吗？基生的“想”到底是什么？基生的“想”就是，丢下我独自一个人待著吗？就连一句我想要听的话，都说不出来。这是基生的“想”吗？
ch1_357	な……何って……	draft	百合沢爱理	“爱理”	chapter1	S06	397	什……说是什么……
ch2_003	あっ！	draft	百合沢爱理	“爱理”	chapter2	S01	404	啊！
ch2_010	うん……うん！ ちょっと……貧血みたい。	draft	百合沢爱理	“爱理”	chapter2	S01	411	嗯……嗯嗯！可能是有点……贫血的样子。
ch2_016	大丈夫、大丈夫！	draft	百合沢爱理	“爱理”	chapter2	S01	417	没问题，没问题！
ch2_017	それより、あの……私……	draft	百合沢爱理	“爱理”	chapter2	S01	418	比起这个，那个……我……
ch2_019	私……	draft	百合沢爱理	“爱理”	chapter2	S01	420	我……
ch2_031	……基生。	draft	百合沢爱理	“爱理”	chapter2	S01	432	……基生。
ch2_032	放して。	draft	百合沢爱理	“爱理”	chapter2	S01	433	放开我。
ch2_038	……ううん、そうじゃない。	draft	百合沢爱理	“爱理”	chapter2	S02	439	……不，不是那样。
ch2_042	ち、違うの！ 私は大丈夫！	draft	百合沢爱理	“爱理”	chapter2	S02	443	不、不是哦！我没事的！
ch2_043	私にも、どうしちゃったのか分からないの！？	draft	百合沢爱理	“爱理”	chapter2	S02	444	我也不知道自己怎么了！？
ch2_056	だめ！！	draft	百合沢爱理	“爱理”	chapter2	S02	457	不行！！
ch2_058	言っちゃだめ……！	draft	百合沢爱理	“爱理”	chapter2	S02	459	不能说……！
ch2_063	……うん。	draft	百合沢爱理	“爱理”	chapter2	S02	463	……嗯。
ch2_068	……だって、言ったら、	draft	百合沢爱理	“爱理”	chapter2	S02	468	……因为，说了的话，
ch2_069	……ううん、何でもない。	draft	百合沢爱理	“爱理”	chapter2	S02	469	……不，没什么。
ch2_073	あ……私……もう大丈夫だから！	draft	百合沢爱理	“爱理”	chapter2	S02	473	啊……我……我现在已经没事啦！
ch2_074	だから、ちょっと、外に！ 空気を吸ってくる！！	draft	百合沢爱理	“爱理”	chapter2	S02	474	所以，我稍微，去外面！呼吸一下空气！！
ch2_078	うう～、あっち見て！！	draft	百合沢爱理	“爱理”	chapter2	S02	478	唔～～～看那边！！
ch2_093	うん……そうだね。	draft	百合沢爱理	“爱理”	chapter2	S03	493	嗯……是呢。
ch2_hand	……基生？	draft	百合沢爱理	“爱理”	chapter2	S03	495	……基生？她轻轻握住了他的手。
ch2_hand_hesitate	……基生？	draft	百合沢爱理	“爱理”	chapter2	S03	496	……基生？她轻轻握住了他的手。
ch2_102	うん！	draft	百合沢爱理	“爱理”	chapter2	S03	500	嗯！
ch2_108	基生、ここ……	draft	百合沢爱理	“爱理”	chapter2	S04	505	基生、这里……
ch2_119	そっか……	draft	百合沢爱理	“爱理”	chapter2	S04	514	这样啊……
ch2_124	うん……	draft	百合沢爱理	“爱理”	chapter2	S04	519	嗯……
ch2_126	うん！	draft	百合沢爱理	“爱理”	chapter2	S04	521	嗯！
ch2_127	約束だよ！	draft	百合沢爱理	“爱理”	chapter2	S04	522	约好了呢！
ch2_131	基生、	draft	百合沢爱理	“爱理”	chapter2	S05	526	基生、
ch2_132	私ね、基生とずっと一緒にいたい。	draft	百合沢爱理	“爱理”	chapter2	S05	527	我呢、想和基生一直在一起。
ch2_134	そう、	draft	百合沢爱理	“爱理”	chapter2	S05	529	是、
ch2_135	そう、	draft	百合沢爱理	“爱理”	chapter2	S05	530	这、
ch2_136	……思ってるの。	draft	百合沢爱理	“爱理”	chapter2	S05	531	……这么想的。
ch2_140	うん、	draft	百合沢爱理	“爱理”	chapter2	S05	535	嗯、
ch2_148	あ……	draft	百合沢爱理	“爱理”	chapter2	S06	543	啊……
ch2_149	……うん、	draft	百合沢爱理	“爱理”	chapter2	S06	544	……嗯、
ch2_158	あっ！	draft	百合沢爱理	“爱理”	chapter2	S06	553	！
ch2_159	うん！ 見たい！	draft	百合沢爱理	“爱理”	chapter2	S06	554	嗯！我想看！
ch2_162	うん！	draft	百合沢爱理	“爱理”	chapter2	S06	557	嗯！
ch2_168	あ、私はいいよ！	draft	百合沢爱理	“爱理”	chapter2	S07	563	啊，我就不用了！
ch2_173	私も一緒に行きたい！	draft	百合沢爱理	“爱理”	chapter2	S07	567	我也想一起去！
ch2_177	そ、そう？ じゃあ……うん、帰ってくるの、待ってるね。	draft	百合沢爱理	“爱理”	chapter2	S07	571	是、是吗？那……嗯、我等你回来哦。
ch2_182	そんなことないってば！！	draft	百合沢爱理	“爱理”	chapter2	S07	576	才不会啦！！
ch2_192	基生と、ずっと一緒にいたい。	draft	百合沢爱理	“爱理”	chapter2	S07	580	我想和基生一直在一起。
ch2_224	え……？ 行かないの？	draft	百合沢爱理	“爱理”	chapter2	S07-E	596	诶……？不去了吗？
ch2_226	だ、誰も声なんかかけてこないよ！	draft	百合沢爱理	“爱理”	chapter2	S07-E	598	才、才不会有人搭话啦！
ch2_228	……でも、これでもいいかな。	draft	百合沢爱理	“爱理”	chapter2	S07-E	600	……不过，这样也好。
ch2_229	基生がいれば、それでいい。	draft	百合沢爱理	“爱理”	chapter2	S07-E	601	基生在的话，就够了。
ch2_231	あの時のクレープ、あんなにまずかったのに……	draft	百合沢爱理	“爱理”	chapter2	S07-E	603	那时候的可丽饼，明明那么难吃……
ch2_233	だって、基生と一緒に食べたんだもん。	draft	百合沢爱理	“爱理”	chapter2	S07-E	605	因为是和基生一起吃的嘛。
ch2_235	基生。	draft	百合沢爱理	“爱理”	chapter2	S07-E	607	基生。
ch2_236	ありがとう、今日は一緒に来てくれて。	draft	百合沢爱理	“爱理”	chapter2	S07-E	608	谢谢你，今天陪我来。
ch2_237	こんな夕暮れが……ずっと、ずっと続けばいいのに。	draft	百合沢爱理	“爱理”	chapter2	S07-E	609	这样的傍晚……要是能一直、一直继续下去，就好了。
ch3_054	大丈夫……？ なんだか、顔色がよくないみたい。	draft	百合沢爱理	爱理	chapter3	S01	664	你没事吧……？你的脸色好像看起来不是很好。
ch3_055	あっちで少し座って休もうか？	draft	百合沢爱理	爱理	chapter3	S01	665	稍微去那边坐着休息一下吧？
ch3_072	結局、あんな方法を取るしかなかったの。	draft	百合沢爱理	爱理	chapter3	S01	677	最后我只能、采取那种办法。
ch3_123	本当に、ごめんね。	draft	百合沢爱理	爱理	chapter3	S01	727	这件事非常对不起你呢。
ch3_144	今そっちに行くから、もうどこにも行かないでね……	draft	百合沢爱理	爱理	chapter3	S01	748	我现在就赶过去，你不会乱走吧……
ch3_425	基生。	draft	百合沢爱理	“爱理”	chapter3	S07A	992	基生。
ch3_427	お願い、	draft	百合沢爱理	“爱理”	chapter3	S07A	994	求求你，
ch3_428	こっちを見ないで。	draft	百合沢爱理	“爱理”	chapter3	S07A	995	不要看这边，
ch3_429	こんな姿、見られたくない……	draft	百合沢爱理	“爱理”	chapter3	S07A	996	我不想让你看到，我这副样子……
ch3_435	……本当は、私……	draft	百合沢爱理	“爱理”	chapter3	S07A	997	……其实我……
ch3_436	基生に声をかけるつもりなんて、なかったの……	draft	百合沢爱理	“爱理”	chapter3	S07A	998	原本根本没有打算，叫住基生的……
ch3_437	でも、	draft	百合沢爱理	“爱理”	chapter3	S07A	999	可是、
ch3_438	でも……	draft	百合沢爱理	“爱理”	chapter3	S07A	1000	可是……
ch3_439	嬉しくて、うう……	draft	百合沢爱理	“爱理”	chapter3	S07A	1001	我太高兴了，呜呜……
ch3_440	基生が、もう一度、私の名前を呼んでくれて……	draft	百合沢爱理	“爱理”	chapter3	S07A	1002	基生，你再一次喊我的名字……
ch3_441	本当に、嬉しかったの……	draft	百合沢爱理	“爱理”	chapter3	S07A	1003	我真的很高兴……
ch3_442	うう……	draft	百合沢爱理	“爱理”	chapter3	S07A	1004	呜呜……
ch3_443	うっ……	draft	百合沢爱理	“爱理”	chapter3	S07A	1005	呜……
ch3_445	うう、ああっ！！	draft	百合沢爱理	“爱理”	chapter3	S07A	1007	呜呜啊啊！！
ch3_449	ごめん……ごめんね、基生……	draft	百合沢爱理	“爱理”	chapter3	S07A	1011	对不起……对不起，基生……
ch3_450	怖かったよね……こんな体、気持ち悪いよね……	draft	百合沢爱理	“爱理”	chapter3	S07A	1012	让你感到害怕了吧……看到这样的身体，很恶心吧……
ch3_451	ごめんね、こんな体を見せちゃって……抑えようとしたけど、もう……	draft	百合沢爱理	“爱理”	chapter3	S07A	1013	对不起，让你看到这样的身体……想要抑制住的，但已经……
ch3_452	私、もうすぐ……	draft	百合沢爱理	“爱理”	chapter3	S07A	1014	我，已经快要……
ch3_453	『愛理』の体を、保てなくなる……	draft	百合沢爱理	“爱理”	chapter3	S07A	1015	没办法维持‘爱理’的身体了……
ch3_455	……基生、お願い……	draft	百合沢爱理	“爱理”	chapter3	S07A	1016	……基生，请你……
ch3_456	怖がらないで、聞いて。	draft	百合沢爱理	“爱理”	chapter3	S07A	1017	请你不要害怕，听我说。
fin_085	いや！！	draft	百合沢爱理	爱理	final	S02	1530	不要！！
